617,8.389313000,00:00:00:00:00:04,00:00:00:00:00:08
729,16.378407000,00:00:00:00:00:04,00:00:00:00:00:08
844,24.377097000,00:00:00:00:00:04,00:00:00:00:00:08
973,32.387502000,00:00:00:00:00:04,00:00:00:00:00:08
1084,40.379739000,00:00:00:00:00:04,00:00:00:00:00:08
1204,48.376437000,00:00:00:00:00:04,00:00:00:00:00:08
1322,56.376430000,00:00:00:00:00:04,00:00:00:00:00:08
1446,64.382593000,00:00:00:00:00:04,00:00:00:00:00:08
1557,72.377170000,00:00:00:00:00:04,00:00:00:00:00:08
1679,80.375593000,00:00:00:00:00:04,00:00:00:00:00:08
1795,88.375433000,00:00:00:00:00:04,00:00:00:00:00:08
1913,96.379332000,00:00:00:00:00:04,00:00:00:00:00:08
2031,104.379099000,00:00:00:00:00:04,00:00:00:00:00:08
2150,112.379897000,00:00:00:00:00:04,00:00:00:00:00:08
2268,120.376937000,00:00:00:00:00:04,00:00:00:00:00:08
2401,128.378187000,00:00:00:00:00:04,00:00:00:00:00:08
2647,136.379548000,00:00:00:00:00:04,00:00:00:00:00:08
2764,144.375813000,00:00:00:00:00:04,00:00:00:00:00:08
2878,152.377875000,00:00:00:00:00:04,00:00:00:00:00:08
2991,160.385924000,00:00:00:00:00:04,00:00:00:00:00:08
3097,168.376637000,00:00:00:00:00:04,00:00:00:00:00:08
3220,176.383282000,00:00:00:00:00:04,00:00:00:00:00:08
3338,184.384518000,00:00:00:00:00:04,00:00:00:00:00:08
3460,192.387241000,00:00:00:00:00:04,00:00:00:00:00:08
3570,200.378035000,00:00:00:00:00:04,00:00:00:00:00:08
3687,208.377057000,00:00:00:00:00:04,00:00:00:00:00:08
3803,216.376657000,00:00:00:00:00:04,00:00:00:00:00:08
3921,224.377277000,00:00:00:00:00:04,00:00:00:00:00:08
4035,232.375193000,00:00:00:00:00:04,00:00:00:00:00:08
4143,240.377097000,00:00:00:00:00:04,00:00:00:00:00:08
4147,240.379125000,00:00:00:00:00:04,00:00:00:00:00:08
4265,248.376817000,00:00:00:00:00:04,00:00:00:00:00:08
4411,256.392926000,00:00:00:00:00:04,00:00:00:00:00:08
4607,264.381486000,00:00:00:00:00:04,00:00:00:00:00:08
4727,272.380743000,00:00:00:00:00:04,00:00:00:00:00:08
4836,280.378562000,00:00:00:00:00:04,00:00:00:00:00:08
4947,288.374814000,00:00:00:00:00:04,00:00:00:00:00:08
5066,296.375174000,00:00:00:00:00:04,00:00:00:00:00:08
5185,304.376998000,00:00:00:00:00:04,00:00:00:00:00:08
5299,312.375154000,00:00:00:00:00:04,00:00:00:00:00:08
5413,320.377956000,00:00:00:00:00:04,00:00:00:00:00:08
5529,328.375514000,00:00:00:00:00:04,00:00:00:00:00:08
5645,336.375294000,00:00:00:00:00:04,00:00:00:00:00:08
5759,344.374774000,00:00:00:00:00:04,00:00:00:00:00:08
5873,352.374514000,00:00:00:00:00:04,00:00:00:00:00:08
5994,360.379633000,00:00:00:00:00:04,00:00:00:00:00:08
6110,368.378303000,00:00:00:00:00:04,00:00:00:00:00:08
6233,376.389478000,00:00:00:00:00:04,00:00:00:00:00:08
6532,385.202527000,00:00:00:00:00:04,00:00:00:00:00:08
